i,j,dist,eps
0,230,4.889330626534058,5.109576344490051
2,76,5.068648339317871,5.109576344490051
5,42,4.540030480431152,5.109576344490051
5,230,2.4906160841451417,5.109576344490051
5,302,4.691688538597656,5.109576344490051
5,433,4.6723772297368775,5.109576344490051
5,562,4.508423567818237,5.109576344490051
5,567,4.139989734695984,5.109576344490051
7,230,4.834811330841614,5.109576344490051
11,230,4.984039069222046,5.109576344490051
15,118,5.052752615021301,5.109576344490051
15,230,4.1470311890111695,5.109576344490051
17,76,4.921311141060425,5.109576344490051
18,230,4.886063934372498,5.109576344490051
19,122,4.554781437920166,5.109576344490051
19,230,4.80797553162439,5.109576344490051
19,481,5.004457713173462,5.109576344490051
21,230,4.5715131769643556,5.109576344490051
26,230,4.039291025208069,5.109576344490051
30,230,4.235103369759155,5.109576344490051
31,230,4.321842433022095,5.109576344490051
32,230,5.106231094406677,5.109576344490051
34,230,4.859199524925781,5.109576344490051
38,118,4.518458844231201,5.109576344490051
39,118,4.865747095154358,5.109576344490051
39,230,4.897120953606201,5.109576344490051
40,451,4.833189160631729,5.109576344490051
40,494,5.10957083206041,5.109576344490051
42,54,3.7659188518987428,5.109576344490051
42,64,4.934288145111633,5.109576344490051
42,76,2.7003343115316163,5.109576344490051
42,79,4.722898245857788,5.109576344490051
42,82,4.624139309929443,5.109576344490051
42,193,4.244259239243103,5.109576344490051
42,199,4.7758023748861085,5.109576344490051
42,206,4.78273618321283,5.109576344490051
42,209,4.960352660225464,5.109576344490051
42,218,5.026306868599487,5.109576344490051
42,234,4.70974862675531,5.109576344490051
42,235,4.455827714012695,5.109576344490051
42,267,4.98665976624353,5.109576344490051
42,272,4.997722388313843,5.109576344490051
42,276,5.054311514900757,5.109576344490051
42,424,4.867601574467255,5.109576344490051
42,465,4.624707997845245,5.109576344490051
42,503,3.998457194374634,5.109576344490051
42,515,5.0818777690397035,5.109576344490051
45,230,4.811872125671936,5.109576344490051
48,230,4.107854605721069,5.109576344490051
52,230,4.665882350014282,5.109576344490051
53,118,4.661602796124054,5.109576344490051
54,86,4.754080654190613,5.109576344490051
54,105,5.065353990601135,5.109576344490051
54,118,4.230231882141663,5.109576344490051
54,129,5.092010260628296,5.109576344490051
54,141,4.798336387680603,5.109576344490051
54,230,1.9106427441106568,5.109576344490051
54,241,4.683577419327332,5.109576344490051
54,302,3.6628233204351197,5.109576344490051
54,396,4.507375956581665,5.109576344490051
54,431,4.957008482025696,5.109576344490051
54,433,4.452974082039429,5.109576344490051
54,457,4.9652708778844605,5.109576344490051
54,461,4.8143004189000855,5.109576344490051
54,482,5.042131544159485,5.109576344490051
54,521,4.767614723251892,5.109576344490051
54,534,4.4842768917547,5.109576344490051
54,536,4.48742401699884,5.109576344490051
54,562,4.3324629078374635,5.109576344490051
54,567,3.749422074364258,5.109576344490051
55,575,3.671485425041748,5.109576344490051
56,230,4.570924163864685,5.109576344490051
63,230,4.549534321831299,5.109576344490051
63,458,4.588711024330689,5.109576344490051
64,118,4.83688223461969,5.109576344490051
64,230,2.892362714813782,5.109576344490051
64,567,4.656208039330078,5.109576344490051
70,230,4.638057411717011,5.109576344490051
74,76,5.0572988996968995,5.109576344490051
75,76,4.934481621788574,5.109576344490051
76,77,4.838986874626709,5.109576344490051
76,85,5.067948938416077,5.109576344490051
76,86,3.704781771706177,5.109576344490051
76,95,5.092332244919373,5.109576344490051
76,100,4.732032538460327,5.109576344490051
76,105,4.146263123558594,5.109576344490051
76,113,4.311402083443237,5.109576344490051
76,117,4.729751587914063,5.109576344490051
76,118,3.1550756702886353,5.109576344490051
76,135,4.270028830574585,5.109576344490051
76,138,4.694304705666138,5.109576344490051
76,141,4.632471324013306,5.109576344490051
76,143,4.874859572456909,5.109576344490051
76,148,4.538956166313721,5.109576344490051
76,175,5.083507538841797,5.109576344490051
76,180,4.765744687126709,5.109576344490051
76,182,4.716144443558289,5.109576344490051
76,195,5.083616853760315,5.109576344490051
76,208,4.7740464220510255,5.109576344490051
76,212,4.8510634909139405,5.109576344490051
76,230,1.000000082740371e-09,5.109576344490051
76,233,3.7976148138509522,5.109576344490051
76,241,3.562398673103882,5.109576344490051
76,263,4.413640738533569,5.109576344490051
76,264,4.638009310768677,5.109576344490051
76,274,5.0270676622854005,5.109576344490051
76,279,4.680715323494507,5.109576344490051
76,295,4.434788943337036,5.109576344490051
76,296,4.769765854881836,5.109576344490051
76,302,2.298858643578125,5.109576344490051
76,303,4.15464449028833,5.109576344490051
76,316,4.138259173439575,5.109576344490051
76,320,4.826882124947144,5.109576344490051
76,328,4.856032610939575,5.109576344490051
76,355,4.808621645973755,5.109576344490051
76,372,4.271665335701538,5.109576344490051
76,377,4.397433520363403,5.109576344490051
76,385,4.924703122185303,5.109576344490051
76,388,5.012471080826355,5.109576344490051
76,396,3.2496248493657838,5.109576344490051
76,407,4.802386165665222,5.109576344490051
76,409,4.119107366608215,5.109576344490051
76,411,5.059937001274658,5.109576344490051
76,431,3.8565890799031983,5.109576344490051
76,433,3.6515504131780396,5.109576344490051
76,436,4.194700242088867,5.109576344490051
76,443,4.928365112351013,5.109576344490051
76,457,3.6710889349447022,5.109576344490051
76,458,4.631608964012695,5.109576344490051
76,461,3.959477664040161,5.109576344490051
76,468,5.100312472389771,5.109576344490051
76,482,3.6559956083760987,5.109576344490051
76,484,4.841277838753296,5.109576344490051
76,488,4.731307984398438,5.109576344490051
76,495,4.500678659485413,5.109576344490051
76,504,4.936037660645081,5.109576344490051
76,521,3.7417724142537843,5.109576344490051
76,534,3.851933003471924,5.109576344490051
76,536,3.905467988060547,5.109576344490051
76,542,2.4868953237996827,5.109576344490051
76,557,4.659258724258972,5.109576344490051
76,562,3.067124367760254,5.109576344490051
76,567,2.4494651566015015,5.109576344490051
76,577,4.450093270348145,5.109576344490051
76,578,4.554676295326782,5.109576344490051
76,605,4.9763591299520264,5.109576344490051
76,608,4.791085244225098,5.109576344490051
78,118,5.046403766678406,5.109576344490051
78,230,3.8623685846791993,5.109576344490051
79,118,4.370625496910645,5.109576344490051
79,230,2.7357933531270753,5.109576344490051
79,302,4.222740174339844,5.109576344490051
79,433,4.977296234177185,5.109576344490051
79,562,5.086322785423828,5.109576344490051
79,567,4.401177049683167,5.109576344490051
81,230,4.603672505425049,5.109576344490051
82,95,4.768678189323975,5.109576344490051
82,118,3.741900623844696,5.109576344490051
82,135,4.348696352051331,5.109576344490051
82,230,3.219206751392914,5.109576344490051
82,396,3.6274132142530213,5.109576344490051
82,436,4.979130924748016,5.109576344490051
82,534,4.867575408028198,5.109576344490051
82,542,4.4333593259320985,5.109576344490051
82,562,4.638843418167664,5.109576344490051
82,567,4.683796406792236,5.109576344490051
84,230,4.066931248711182,5.109576344490051
86,209,5.049322367714478,5.109576344490051
86,503,4.752636195229126,5.109576344490051
95,424,4.913961411522461,5.109576344490051
108,230,3.6622287044988404,5.109576344490051
108,567,5.076415301369263,5.109576344490051
114,230,4.4853737364278565,5.109576344490051
115,230,4.29240608315332,5.109576344490051
115,567,4.593973279999329,5.109576344490051
118,193,4.682639599846436,5.109576344490051
118,206,4.209172249840332,5.109576344490051
118,209,4.2565457830892335,5.109576344490051
118,217,5.0995763550267945,5.109576344490051
118,218,4.959583700703217,5.109576344490051
118,234,4.773087979363037,5.109576344490051
118,235,5.043246031807495,5.109576344490051
118,250,4.27087938885553,5.109576344490051
118,258,4.9775729189382325,5.109576344490051
118,284,5.1000365028844605,5.109576344490051
118,424,3.7741597304807435,5.109576344490051
118,448,4.808723331497742,5.109576344490051
118,451,4.8873231420980225,5.109576344490051
118,470,5.089208663509918,5.109576344490051
118,503,4.548517824219299,5.109576344490051
118,508,4.425064326332642,5.109576344490051
118,515,4.765891016529633,5.109576344490051
118,581,4.587992907570435,5.109576344490051
120,230,5.101388336227966,5.109576344490051
121,230,4.466072083519531,5.109576344490051
122,199,4.915134192513062,5.109576344490051
128,230,3.9242539415822755,5.109576344490051
132,193,4.519683838890625,5.109576344490051
133,230,3.6878196011052857,5.109576344490051
134,230,4.144238234566284,5.109576344490051
135,424,4.758848966167999,5.109576344490051
136,230,5.082108737038208,5.109576344490051
137,230,4.955295563744141,5.109576344490051
141,465,5.02176171641214,5.109576344490051
148,209,4.972645999001099,5.109576344490051
154,230,3.871363163994385,5.109576344490051
154,567,5.082180143402649,5.109576344490051
156,230,4.192613960312439,5.109576344490051
161,230,4.953550458954407,5.109576344490051
162,230,4.721344710396362,5.109576344490051
167,230,4.572071076439453,5.109576344490051
173,230,4.386791468666626,5.109576344490051
177,230,5.0841766605840455,5.109576344490051
178,230,4.53935968975885,5.109576344490051
184,230,4.767941237495972,5.109576344490051
186,230,4.201423169182373,5.109576344490051
186,567,4.975637794540955,5.109576344490051
188,230,3.29777467350824,5.109576344490051
188,567,5.04588794808252,5.109576344490051
191,230,4.600062371300293,5.109576344490051
192,230,4.782218457268311,5.109576344490051
193,230,2.6904531727300416,5.109576344490051
193,302,4.92184579472406,5.109576344490051
193,396,5.026496292160584,5.109576344490051
193,562,4.632456184433533,5.109576344490051
193,567,4.304484606789185,5.109576344490051
196,230,4.858710528420044,5.109576344490051
199,230,3.6137566576467286,5.109576344490051
199,302,4.78189754586084,5.109576344490051
199,306,5.069796443985535,5.109576344490051
199,348,3.8476227531896363,5.109576344490051
199,461,4.981383086250855,5.109576344490051
199,546,3.5504730949865113,5.109576344490051
199,562,4.616311074303223,5.109576344490051
199,567,4.705314041184021,5.109576344490051
200,230,4.663991750286652,5.109576344490051
203,230,4.550014616058899,5.109576344490051
206,230,2.494251848267151,5.109576344490051
206,302,4.944794536636902,5.109576344490051
206,396,4.474655271576477,5.109576344490051
206,431,4.976045490311218,5.109576344490051
206,542,4.949995399521423,5.109576344490051
206,567,4.124227524803711,5.109576344490051
206,578,5.0658589611516724,5.109576344490051
209,230,1.3650748739705811,5.109576344490051
