i,j,dist,eps
0,76,8.324134797857834,8.659513235092163
4,76,6.366047830389572,8.659513235092163
8,76,8.632387728499008,8.659513235092163
12,230,8.387894862400127,8.659513235092163
13,76,8.537196607397629,8.659513235092163
14,230,8.530869276331497,8.659513235092163
18,65,8.519926280783249,8.659513235092163
18,230,6.8586944202647935,8.659513235092163
19,76,8.05992505054338,8.659513235092163
22,76,8.390113682554794,8.659513235092163
23,76,7.446629376219345,8.659513235092163
24,230,8.518090338514877,8.659513235092163
27,76,8.046175689505173,8.659513235092163
28,76,7.555581362055374,8.659513235092163
29,76,8.630887300776077,8.659513235092163
32,76,7.906607196734978,8.659513235092163
33,76,8.60804733733995,8.659513235092163
36,76,8.269741089151932,8.659513235092163
40,230,8.489226126180721,8.659513235092163
44,76,7.343670339392258,8.659513235092163
49,76,7.7257666895852815,8.659513235092163
50,230,8.152433664606644,8.659513235092163
51,76,8.319299073027207,8.659513235092163
53,65,8.612369508551193,8.659513235092163
53,118,8.556555838392807,8.659513235092163
53,230,6.847644121454788,8.659513235092163
53,351,8.337455601500107,8.659513235092163
53,396,8.114540190504623,8.659513235092163
53,485,8.246015043066574,8.659513235092163
53,542,7.243875951574875,8.659513235092163
55,76,8.555644885705544,8.659513235092163
56,230,8.648302615688873,8.659513235092163
58,76,7.362068028257919,8.659513235092163
62,76,5.817354292677475,8.659513235092163
62,82,8.254184276865555,8.659513235092163
62,209,8.439732403563095,8.659513235092163
62,515,8.17716583709581,8.659513235092163
65,68,7.8684599707589875,8.659513235092163
65,76,3.621167690561844,8.659513235092163
65,81,6.861657650278641,8.659513235092163
65,82,6.900278241442276,8.659513235092163
65,168,8.367155105875565,8.659513235092163
65,209,7.1087088371382485,8.659513235092163
65,211,8.44173464279039,8.659513235092163
65,234,8.390003585325314,8.659513235092163
65,247,8.321153075502945,8.659513235092163
65,250,7.925763697432114,8.659513235092163
65,258,8.46286878089769,8.659513235092163
65,284,7.572622389601303,8.659513235092163
65,370,6.639534563826157,8.659513235092163
65,515,7.1684176335798035,8.659513235092163
65,517,7.150119752691818,8.659513235092163
65,558,7.83686101536615,8.659513235092163
66,230,8.061930825071169,8.659513235092163
67,76,8.385072321699692,8.659513235092163
68,230,5.902680040405823,8.659513235092163
68,351,8.175335855291916,8.659513235092163
68,396,7.6312426040635835,8.659513235092163
68,403,8.506604612873627,8.659513235092163
68,422,8.60503575305803,8.659513235092163
68,452,8.043805526638163,8.659513235092163
68,542,7.444361419485642,8.659513235092163
70,76,8.035326809691025,8.659513235092163
71,76,7.539745182798935,8.659513235092163
73,76,7.125794739531113,8.659513235092163
74,76,8.594623536871506,8.659513235092163
75,76,7.858980030821396,8.659513235092163
76,85,8.352609009550644,8.659513235092163
76,86,7.584083289908005,8.659513235092163
76,89,8.249687881277634,8.659513235092163
76,90,7.8702093074785004,8.659513235092163
76,93,7.185366065310074,8.659513235092163
76,95,6.513797470437122,8.659513235092163
76,96,5.4260238121019135,8.659513235092163
76,97,7.833131701754166,8.659513235092163
76,98,8.452273414538933,8.659513235092163
76,99,8.335304987685515,8.659513235092163
76,100,7.3840966532693635,8.659513235092163
76,102,8.597131223486496,8.659513235092163
76,106,8.318951518343521,8.659513235092163
76,107,6.65992197494371,8.659513235092163
76,111,8.599646241472794,8.659513235092163
