i,j,dist,eps
1,40,3.306113124893738,7.064810514450073
1,43,5.615023822592331,7.064810514450073
1,44,5.961470351623131,7.064810514450073
1,64,6.968551219509674,7.064810514450073
1,80,6.9410205493436585,7.064810514450073
1,168,5.164760203169418,7.064810514450073
1,194,6.045505673693253,7.064810514450073
1,220,6.971127570675446,7.064810514450073
1,293,6.758886993931366,7.064810514450073
1,316,6.49429589609964,7.064810514450073
1,319,6.2235533605085145,7.064810514450073
1,320,6.433960043893887,7.064810514450073
1,365,6.490336538361145,7.064810514450073
1,366,6.820840240524841,7.064810514450073
1,431,6.831738353775574,7.064810514450073
1,437,6.576294415699078,7.064810514450073
1,463,6.694922060774399,7.064810514450073
1,466,6.35468727450235,7.064810514450073
1,504,6.494663418339325,7.064810514450073
1,532,6.702204824493958,7.064810514450073
1,565,6.075778366135193,7.064810514450073
1,567,6.761518240974976,7.064810514450073
1,582,6.2098551998601685,7.064810514450073
1,608,5.258135383086039,7.064810514450073
5,40,7.044444860027863,7.064810514450073
6,40,5.265979291008545,7.064810514450073
7,40,5.629505456493927,7.064810514450073
8,362,6.748933733509613,7.064810514450073
8,448,6.943918765591217,7.064810514450073
9,322,7.0047011981473695,7.064810514450073
9,362,6.26853484015329,7.064810514450073
11,362,6.521126986549927,7.064810514450073
16,362,5.175935627029968,7.064810514450073
17,40,4.493140281246735,7.064810514450073
17,168,6.723263801144196,7.064810514450073
17,171,6.595804513500763,7.064810514450073
17,319,6.982203663395477,7.064810514450073
17,504,6.9893309483991395,7.064810514450073
19,40,6.1098846803174744,7.064810514450073
19,168,6.848309100674225,7.064810514450073
21,362,6.13183006744249,7.064810514450073
22,362,6.61868816714151,7.064810514450073
25,362,6.919836760567261,7.064810514450073
28,40,4.12909922103746,7.064810514450073
28,43,5.892398328589035,7.064810514450073
28,44,6.104682893560959,7.064810514450073
28,168,5.811496556805206,7.064810514450073
28,194,6.2173150936828385,7.064810514450073
28,220,7.030873657272888,7.064810514450073
28,320,6.58392333711846,7.064810514450073
28,437,6.633491189287735,7.064810514450073
28,532,6.978435576962067,7.064810514450073
28,565,6.946130336330963,7.064810514450073
28,567,6.977046595023705,7.064810514450073
28,608,5.92718542839749,7.064810514450073
30,322,6.722967446850372,7.064810514450073
30,362,6.059993327663971,7.064810514450073
31,40,5.451340586947037,7.064810514450073
31,44,6.849803821252419,7.064810514450073
33,362,7.041334928082062,7.064810514450073
34,40,2.6131001124845277,7.064810514450073
34,43,5.297530264662338,7.064810514450073
34,44,5.8006387660966645,7.064810514450073
34,80,6.908527673290802,7.064810514450073
34,96,6.79397851328714,7.064810514450073
34,113,6.878951490925385,7.064810514450073
34,168,5.106555999325348,7.064810514450073
34,171,6.943558157490326,7.064810514450073
34,194,6.2030091891752015,7.064810514450073
34,220,6.630745590733124,7.064810514450073
34,293,6.255817116306854,7.064810514450073
34,316,5.661086739109589,7.064810514450073
34,319,5.580051721142365,7.064810514450073
34,365,6.234386385487152,7.064810514450073
34,366,6.3211275945173035,7.064810514450073
34,405,6.578726352261139,7.064810514450073
34,431,6.594463885830475,7.064810514450073
34,432,6.204904140041901,7.064810514450073
34,437,5.959008635090424,7.064810514450073
34,456,6.767178476856781,7.064810514450073
34,463,7.063125551746918,7.064810514450073
34,466,7.026476443813873,7.064810514450073
34,504,6.3562310348020326,7.064810514450073
34,532,6.462171138332916,7.064810514450073
34,565,6.270885468529297,7.064810514450073
34,582,6.541122497128082,7.064810514450073
34,608,5.987204161541296,7.064810514450073
38,40,6.56289804081781,7.064810514450073
39,362,6.209726215408875,7.064810514450073
40,46,4.02770733933313,7.064810514450073
40,53,5.485386581228806,7.064810514450073
40,61,5.890502126024796,7.064810514450073
40,75,4.299521387623383,7.064810514450073
40,78,1.9815313453541528,7.064810514450073
40,79,6.367971361683441,7.064810514450073
40,81,6.434149564312531,7.064810514450073
40,87,4.261209757135941,7.064810514450073
40,91,6.2554665217862855,7.064810514450073
40,104,6.221053005264832,7.064810514450073
40,112,6.953859330223633,7.064810514450073
40,114,4.015830160187317,7.064810514450073
40,118,6.727292240665985,7.064810514450073
40,119,5.985699118183685,7.064810514450073
40,123,5.01193842391832,7.064810514450073
40,124,6.5817767689691316,7.064810514450073
40,126,7.032218725489212,7.064810514450073
40,131,6.226428807781769,7.064810514450073
40,134,5.3463056693540345,7.064810514450073
40,136,7.060092927025391,7.064810514450073
40,147,5.956790656851364,7.064810514450073
40,154,5.736749054001404,7.064810514450073
40,155,5.878706515835358,7.064810514450073
40,157,6.446386636303497,7.064810514450073
