i,j,dist,eps
0,161,6.43039333920343,6.55544900894165
5,83,6.274225116776062,6.55544900894165
8,161,6.4774771342740785,6.55544900894165
11,83,5.753774047897888,6.55544900894165
11,161,5.744033184902502,6.55544900894165
12,153,6.30355067651136,6.55544900894165
12,242,5.414994136499001,6.55544900894165
13,153,6.2698456058965455,6.55544900894165
13,181,5.626747907208038,6.55544900894165
13,242,5.342422724770142,6.55544900894165
13,406,6.009860337780548,6.55544900894165
14,242,6.227102727697922,6.55544900894165
16,242,6.048913688467575,6.55544900894165
18,20,6.05395034055574,6.55544900894165
18,83,5.852414504693581,6.55544900894165
18,161,5.10235658388002,6.55544900894165
18,167,5.718353630112244,6.55544900894165
18,200,6.357847661779953,6.55544900894165
18,425,6.347159997628761,6.55544900894165
18,469,4.885945738361908,6.55544900894165
20,21,6.499177889035774,6.55544900894165
20,87,5.137066290782524,6.55544900894165
20,153,3.8803040395246278,6.55544900894165
20,242,3.3421967039571534,6.55544900894165
20,397,6.231000171111656,6.55544900894165
20,400,5.849242688225342,6.55544900894165
20,406,4.436828673885895,6.55544900894165
20,468,5.753170133637024,6.55544900894165
20,499,6.275074423359467,6.55544900894165
20,529,6.296751768396927,6.55544900894165
20,549,6.221176863716675,6.55544900894165
20,576,5.504340411232544,6.55544900894165
20,578,6.026023478315903,6.55544900894165
20,587,6.2056187103257905,6.55544900894165
21,83,3.8209390463994275,6.55544900894165
21,161,3.188380003975464,6.55544900894165
21,196,6.4150855253206025,6.55544900894165
21,425,6.432509326444698,6.55544900894165
21,469,5.941688926027847,6.55544900894165
21,602,5.53575137357576,6.55544900894165
23,87,6.3613502989278565,6.55544900894165
23,153,5.377513126538826,6.55544900894165
23,242,4.712686435388161,6.55544900894165
23,406,5.602361769484116,6.55544900894165
23,576,6.397416011499001,6.55544900894165
26,83,4.229863801108433,6.55544900894165
26,161,3.815369137631489,6.55544900894165
26,469,6.0743126804695855,6.55544900894165
29,161,5.66610461573465,6.55544900894165
44,242,6.525148914264275,6.55544900894165
46,83,5.607852267635746,6.55544900894165
46,161,4.402580917881561,6.55544900894165
46,469,6.055323780582977,6.55544900894165
47,83,6.057780754821135,6.55544900894165
47,161,5.19417929749353,6.55544900894165
47,469,6.15035206179483,6.55544900894165
48,83,5.9340539416985045,6.55544900894165
48,161,5.100270702572299,6.55544900894165
53,87,5.68509412947925,6.55544900894165
53,153,4.811238255536875,6.55544900894165
53,242,3.951855983770212,6.55544900894165
53,400,6.506395396030268,6.55544900894165
53,406,5.4383971506718005,6.55544900894165
53,468,6.368548657930216,6.55544900894165
53,499,6.4457799458864535,6.55544900894165
53,576,5.4759851956728305,6.55544900894165
53,587,6.519361432826837,6.55544900894165
58,83,5.5070418278442155,6.55544900894165
58,161,4.895282552646233,6.55544900894165
62,161,5.009737194584442,6.55544900894165
62,167,6.346259714172913,6.55544900894165
62,306,6.324409485863281,6.55544900894165
63,153,5.5287214676605,6.55544900894165
63,242,4.936724823968245,6.55544900894165
63,406,6.255048134432865,6.55544900894165
63,576,6.26448093454702,6.55544900894165
69,242,5.836951808141304,6.55544900894165
82,153,5.77204255859716,6.55544900894165
82,242,5.018523440764977,6.55544900894165
82,406,6.0447359542117844,6.55544900894165
83,87,2.4048402170406113,6.55544900894165
83,89,5.002074004219605,6.55544900894165
83,97,6.45604407887323,6.55544900894165
83,107,6.0099104056821595,6.55544900894165
83,144,6.054559425519539,6.55544900894165
83,153,1.0564722428785096,6.55544900894165
83,157,5.315065682934357,6.55544900894165
83,166,6.429003954933716,6.55544900894165
83,177,6.386821360395981,6.55544900894165
83,181,6.204292417572571,6.55544900894165
83,207,6.508541942642761,6.55544900894165
83,221,5.394945831106735,6.55544900894165
83,234,6.256979079054428,6.55544900894165
83,240,5.585847706602646,6.55544900894165
83,242,0.23507461051805123,6.55544900894165
83,263,5.695722737418247,6.55544900894165
83,303,5.8046895163820516,6.55544900894165
83,310,5.551553727196289,6.55544900894165
83,320,3.000567079590393,6.55544900894165
83,329,5.951313764856888,6.55544900894165
83,338,2.868139089153839,6.55544900894165
83,340,5.980034531162811,6.55544900894165
83,359,4.462086633847786,6.55544900894165
83,378,3.7301758649514447,6.55544900894165
83,393,3.7367432723508607,6.55544900894165
83,396,6.252543688820435,6.55544900894165
83,397,3.397090883062912,6.55544900894165
83,400,3.592977249132229,6.55544900894165
83,406,2.4489591727720033,6.55544900894165
83,449,5.752866246806217,6.55544900894165
83,458,6.379691504942013,6.55544900894165
83,468,3.620832798139883,6.55544900894165
83,471,4.4783183346257935,6.55544900894165
83,482,6.319658846663071,6.55544900894165
83,499,4.987464816378189,6.55544900894165
83,506,4.014527135597302,6.55544900894165
