i,j,dist,eps
1,425,3.45914888481958,3.5605558156967163
8,10,3.154933215187622,3.5605558156967163
8,114,3.385096074150635,3.5605558156967163
8,155,2.9745006571279298,3.5605558156967163
8,189,3.4905025969014893,3.5605558156967163
8,255,3.3539432297216187,3.5605558156967163
8,576,3.5087623606191407,3.5605558156967163
12,106,3.5144991884694825,3.5605558156967163
12,579,3.5368481884465943,3.5605558156967163
13,177,3.3275357494817506,3.5605558156967163
13,181,2.761901141213013,3.5605558156967163
21,106,3.2749619493947755,3.5605558156967163
21,196,2.775012732552124,3.5605558156967163
21,541,3.3977205763326417,3.5605558156967163
25,29,2.144773245857788,3.5605558156967163
25,368,3.5450141439901124,3.5605558156967163
25,380,3.222656489418579,3.5605558156967163
25,425,3.533916235970093,3.5605558156967163
29,106,3.537686348961426,3.5605558156967163
29,196,3.280395747231079,3.5605558156967163
29,199,3.357682229088379,3.5605558156967163
29,387,3.392273188637329,3.5605558156967163
31,479,3.3865325460897218,3.5605558156967163
34,197,3.4020278463826905,3.5605558156967163
40,451,3.247044802712036,3.5605558156967163
40,494,3.250734091805054,3.5605558156967163
43,566,2.7490921030507813,3.5605558156967163
48,98,2.0879132757650147,3.5605558156967163
48,308,3.4018466482625733,3.5605558156967163
52,62,3.4423989067540894,3.5605558156967163
52,114,3.184178353355957,3.5605558156967163
52,119,3.104750634239746,3.5605558156967163
52,140,2.497074605034424,3.5605558156967163
52,153,2.3505969057546388,3.5605558156967163
52,242,3.37251615624292,3.5605558156967163
52,255,2.7838284383283387,3.5605558156967163
52,349,3.247888446854187,3.5605558156967163
52,368,3.38681435685022,3.5605558156967163
52,405,3.5549126873479615,3.5605558156967163
52,504,3.4633119116292725,3.5605558156967163
52,576,2.8690705309377442,3.5605558156967163
56,106,3.508708716438843,3.5605558156967163
57,239,2.794504077242447,3.5605558156967163
57,255,2.7933491180406342,3.5605558156967163
57,309,3.3841097960935365,3.5605558156967163
57,464,3.0377034554944764,3.5605558156967163
57,556,2.869258553789688,3.5605558156967163
62,106,2.91367507080896,3.5605558156967163
62,436,3.49387526612146,3.5605558156967163
62,503,2.3373444090352784,3.5605558156967163
62,548,3.3157377253041993,3.5605558156967163
62,566,3.1195584545598756,3.5605558156967163
62,571,2.7636385570035706,3.5605558156967163
62,579,2.596303106354309,3.5605558156967163
62,595,3.046934724854065,3.5605558156967163
65,106,2.895779610680176,3.5605558156967163
65,566,2.628731609390808,3.5605558156967163
